nome,estrelas,criado_em,idade_dias,atualizado_em,dias_desde_update,linguagem,prs_aceitas,releases,total_issues,issues_fechadas,razao_fechadas
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,34652,2023-03-27 09:59:10+00:00,1072,2026-03-03 19:50:55+00:00,0,Python,477,7,1994,1314,0.659
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,34639,2015-03-28 16:52:40+00:00,3993,2026-03-03 19:39:56+00:00,0,JavaScript,98,0,30,20,0.6667
mouredev/Hello-Python,34632,2022-08-03 17:14:53+00:00,1308,2026-03-03 17:50:07+00:00,0,Python,0,0,425,404,0.9506
Textualize/textual,34586,2021-04-08 15:24:47+00:00,1790,2026-03-03 19:22:02+00:00,0,Python,2282,211,2350,2155,0.917
laravel/framework,34550,2013-01-10 21:27:28+00:00,4799,2026-03-03 13:57:12+00:00,0,PHP,17548,911,19154,19103,0.9973
alan2207/bulletproof-react,34550,2021-05-30 14:47:16+00:00,1738,2026-03-03 16:04:23+00:00,0,TypeScript,70,0,117,77,0.6581
xinntao/Real-ESRGAN,34498,2021-07-19 03:23:30+00:00,1688,2026-03-03 19:09:36+00:00,0,Python,21,10,752,174,0.2314
kuchin/awesome-cto,34429,2016-12-16 19:22:18+00:00,3364,2026-03-03 17:35:07+00:00,0,,18,0,12,12,1.0
jaredpalmer/formik,34386,2017-06-14 19:50:59+00:00,3184,2026-03-03 17:22:06+00:00,0,TypeScript,836,200,2268,1562,0.6887
directus/directus,34351,2012-12-12 01:35:36+00:00,4829,2026-03-03 17:40:20+00:00,0,TypeScript,8528,356,9737,9382,0.9635
xitu/gold-miner,34343,2015-11-04 03:29:13+00:00,3772,2026-03-03 13:49:07+00:00,0,,3563,0,5602,5591,0.998
nodejs/node-v0.x-archive,34341,2009-05-27 16:29:46+00:00,6124,2026-03-03 00:32:18+00:00,0,,218,0,6379,6379,1.0
danny-avila/LibreChat,34295,2023-02-12 01:06:52+00:00,1115,2026-03-03 19:38:56+00:00,0,TypeScript,2883,78,4167,3931,0.9434
mpv-player/mpv,34292,2012-10-13 08:08:44+00:00,4889,2026-03-03 19:12:22+00:00,0,C,3778,88,10841,9866,0.9101
schollz/croc,34284,2017-10-17 15:20:18+00:00,3059,2026-03-03 18:42:06+00:00,0,Go,283,180,563,561,0.9964
python-poetry/poetry,34268,2018-02-28 15:23:47+00:00,2925,2026-03-03 18:43:22+00:00,0,Python,2425,147,6317,5811,0.9199
google/langextract,34260,2025-07-08 20:46:06+00:00,237,2026-03-03 19:48:07+00:00,0,Python,78,12,180,92,0.5111
hyprwm/Hyprland,34259,2022-03-16 19:49:13+00:00,1448,2026-03-03 19:39:47+00:00,0,C++,2266,106,7479,7420,0.9921
chenfei-wu/TaskMatrix,34242,2023-03-02 09:04:28+00:00,1097,2026-03-03 19:50:24+00:00,0,Python,21,0,357,136,0.381
nextcloud/server,34226,2016-06-02 07:44:14+00:00,3561,2026-03-03 19:48:36+00:00,0,PHP,30947,405,20836,18359,0.8811
gchq/CyberChef,34209,2016-11-28 10:34:07+00:00,3382,2026-03-03 19:26:38+00:00,0,JavaScript,551,451,1104,663,0.6005
pnpm/pnpm,34191,2016-01-28 07:40:43+00:00,3687,2026-03-03 19:38:14+00:00,0,TypeScript,3016,1000,5218,3209,0.615
testerSunshine/12306,34182,2017-05-17 12:23:40+00:00,3212,2026-03-03 12:49:45+00:00,0,Python,31,1,690,466,0.6754
zenorocha/clipboard.js,34178,2015-09-18 23:04:55+00:00,3818,2026-03-02 19:25:22+00:00,1,JavaScript,117,42,629,618,0.9825
refinedev/refine,34168,2021-01-20 12:01:32+00:00,1868,2026-03-03 19:54:14+00:00,0,TypeScript,4643,1000,1725,1709,0.9907
facebookresearch/detectron2,34149,2019-09-05 21:30:20+00:00,2370,2026-03-03 16:31:35+00:00,0,Python,0,10,3569,3099,0.8683
ashishps1/awesome-system-design-resources,34124,2023-10-25 01:50:42+00:00,860,2026-03-03 19:21:06+00:00,0,Java,3,0,30,26,0.8667
microsoft/Data-Science-For-Beginners,34120,2021-03-03 16:30:15+00:00,1826,2026-03-03 19:57:35+00:00,0,Jupyter Notebook,449,0,134,134,1.0
xkcoding/spring-boot-demo,34104,2017-11-10 06:27:29+00:00,3035,2026-03-03 16:45:34+00:00,0,Java,15,0,173,73,0.422
TheAlgorithms/JavaScript,34079,2017-07-13 06:12:33+00:00,3155,2026-03-03 15:44:26+00:00,0,JavaScript,798,0,223,202,0.9058
SeleniumHQ/selenium,34064,2013-01-14 21:40:56+00:00,4795,2026-03-03 19:57:42+00:00,0,Java,3639,114,11133,11013,0.9892
atlassian/react-beautiful-dnd,34048,2017-08-09 03:37:15+00:00,3128,2026-03-03 19:59:07+00:00,0,JavaScript,531,68,1619,1047,0.6467
anoma/anoma,34034,2021-02-02 10:00:16+00:00,1855,2026-03-03 19:27:44+00:00,0,Elixir,897,12,713,630,0.8836
anthropics/claude-cookbooks,34021,2023-08-15 20:23:51+00:00,930,2026-03-03 19:48:09+00:00,0,Jupyter Notebook,146,0,125,108,0.864
qishibo/AnotherRedisDesktopManager,33984,2019-01-08 06:01:56+00:00,2611,2026-03-03 19:23:04+00:00,0,JavaScript,152,53,1100,936,0.8509
google-ai-edge/mediapipe,33959,2019-06-13 19:16:41+00:00,2455,2026-03-03 19:04:32+00:00,0,C++,201,64,5615,5178,0.9222
ehang-io/nps,33937,2018-11-04 13:22:51+00:00,2676,2026-03-03 15:44:45+00:00,0,Go,74,59,1205,697,0.5784
ajeetdsouza/zoxide,33921,2020-03-05 13:11:40+00:00,2189,2026-03-03 19:55:28+00:00,0,Rust,247,37,719,601,0.8359
1Panel-dev/1Panel,33914,2022-07-19 15:44:52+00:00,1323,2026-03-03 18:32:09+00:00,0,Go,4700,108,6297,5881,0.9339
TheAlgorithms/C-Plus-Plus,33899,2016-07-16 10:19:45+00:00,3517,2026-03-03 19:27:44+00:00,0,C++,705,0,331,323,0.9758
zxing/zxing,33870,2011-10-12 14:07:27+00:00,5256,2026-03-03 06:26:09+00:00,0,Java,345,32,1340,1336,0.997
GorvGoyl/Clone-Wars,33847,2020-12-02 11:10:16+00:00,1917,2026-03-03 19:28:00+00:00,0,,130,0,86,70,0.814
harness/harness,33844,2014-02-07 07:54:44+00:00,4407,2026-03-03 14:36:25+00:00,0,Go,1053,55,2017,1937,0.9603
CMU-Perceptual-Computing-Lab/openpose,33817,2017-04-24 14:06:31+00:00,3235,2026-03-03 18:26:56+00:00,0,C++,174,15,2007,1667,0.8306
halfrost/LeetCode-Go,33814,2017-07-18 00:06:14+00:00,3150,2026-03-03 18:43:22+00:00,0,Go,178,4,82,64,0.7805
Pythagora-io/gpt-pilot,33808,2023-08-16 11:56:07+00:00,930,2026-03-03 17:39:28+00:00,0,Python,396,0,553,314,0.5678
alibaba/easyexcel,33756,2018-02-06 03:14:08+00:00,2947,2026-03-03 16:45:43+00:00,0,Java,190,14,3620,3131,0.8649
jqlang/jq,33729,2012-07-18 19:57:25+00:00,4976,2026-03-03 17:29:09+00:00,0,C,679,15,2320,1960,0.8448
Blankj/AndroidUtilCode,33711,2016-07-30 18:18:32+00:00,3503,2026-03-03 19:04:38+00:00,0,Java,88,117,1595,1283,0.8044
AFNetworking/AFNetworking,33691,2011-05-31 21:28:44+00:00,5389,2026-03-03 13:17:35+00:00,0,Objective-C,710,40,0,0,0.0
lllyasviel/ControlNet,33681,2023-02-01 02:43:30+00:00,1126,2026-03-03 13:22:31+00:00,0,Python,5,0,574,138,0.2404
ZuodaoTech/everyone-can-use-english,33654,2019-03-15 16:33:53+00:00,2545,2026-03-03 14:42:03+00:00,0,TypeScript,462,48,470,376,0.8
filebrowser/filebrowser,33642,2015-09-11 21:21:58+00:00,3825,2026-03-03 18:57:39+00:00,0,Go,761,128,2894,2864,0.9896
carbon-language/carbon-lang,33637,2020-04-27 21:45:16+00:00,2135,2026-03-03 16:04:13+00:00,0,C++,5023,604,793,614,0.7743
shadowsocks/shadowsocks,33629,2012-04-20 13:10:49+00:00,5065,2026-03-03 06:33:57+00:00,0,Python,70,2,0,0,0.0
asgeirtj/system_prompts_leaks,33609,2025-05-03 02:43:56+00:00,304,2026-03-03 19:53:17+00:00,0,HTML,20,0,0,0,0.0
XX-net/XX-Net,33448,2015-01-15 09:35:51+00:00,4065,2026-03-03 15:17:55+00:00,0,Python,363,390,13339,5417,0.4061
sxyazi/yazi,33390,2023-07-08 11:45:55+00:00,969,2026-03-03 19:39:01+00:00,0,Rust,1127,30,1694,1649,0.9734
lib-pku/libpku,33337,2018-11-22 13:33:06+00:00,2658,2026-03-03 09:42:48+00:00,0,TeX,22,0,43,32,0.7442
v2fly/v2ray-core,33321,2019-04-15 10:05:54+00:00,2514,2026-03-03 18:59:36+00:00,0,Go,978,121,1075,1051,0.9777
IceWhaleTech/CasaOS,33314,2021-09-26 02:33:09+00:00,1619,2026-03-03 15:40:35+00:00,0,Go,275,97,1676,895,0.534
swc-project/swc,33271,2017-12-22 11:40:14+00:00,2993,2026-03-03 17:41:43+00:00,0,Rust,5888,780,4113,3738,0.9088
explosion/spaCy,33268,2014-07-03 15:15:40+00:00,4261,2026-03-03 18:20:59+00:00,0,Python,3598,133,5742,5585,0.9727
bayandin/awesome-awesomeness,33265,2014-07-08 05:44:19+00:00,4256,2026-03-03 20:00:42+00:00,0,Ruby,197,0,69,52,0.7536
balena-io/etcher,33212,2015-10-27 16:53:23+00:00,3780,2026-03-03 20:00:26+00:00,0,TypeScript,1731,289,2461,1850,0.7517
pcottle/learnGitBranching,33186,2012-08-13 22:36:09+00:00,4949,2026-03-03 19:23:04+00:00,0,JavaScript,649,0,530,477,0.9
bilibili/ijkplayer,33125,2013-06-03 04:12:04+00:00,4656,2026-03-03 14:27:00+00:00,0,C,35,0,5384,2547,0.4731
keycloak/keycloak,33109,2013-07-02 13:38:51+00:00,4627,2026-03-03 17:29:04+00:00,0,Java,19210,101,17554,15280,0.8705
adobe/brackets,33107,2011-12-07 21:14:40+00:00,5199,2026-03-03 05:57:53+00:00,0,JavaScript,4332,69,9683,7066,0.7297
immutable-js/immutable-js,33095,2014-07-02 06:02:29+00:00,4262,2026-03-02 22:00:33+00:00,0,TypeScript,621,90,1266,1171,0.925
utmapp/UTM,33071,2019-04-12 16:09:24+00:00,2517,2026-03-03 19:25:58+00:00,0,Swift,277,128,3583,2608,0.7279
awesome-foss/awesome-sysadmin,33068,2014-12-23 08:41:22+00:00,4088,2026-03-03 19:56:59+00:00,0,,342,0,105,90,0.8571
drizzle-team/drizzle-orm,33063,2021-06-24 09:03:05+00:00,1713,2026-03-03 19:56:56+00:00,0,TypeScript,659,169,3464,2235,0.6452
mckaywrigley/chatbot-ui,33059,2023-03-11 14:53:14+00:00,1088,2026-03-03 09:28:12+00:00,0,TypeScript,281,0,1002,817,0.8154
gulpjs/gulp,33008,2013-07-04 05:26:06+00:00,4625,2026-03-03 18:00:56+00:00,0,JavaScript,412,24,1937,1907,0.9845
TabbyML/tabby,32975,2023-03-16 09:18:01+00:00,1083,2026-03-03 08:43:39+00:00,0,Rust,3001,249,989,753,0.7614
SerenityOS/serenity,32960,2018-12-02 19:28:41+00:00,2648,2026-03-03 16:03:06+00:00,0,C++,19922,0,4293,3570,0.8316
derailed/k9s,32957,2019-01-25 18:46:02+00:00,2594,2026-03-03 19:47:35+00:00,0,Go,956,257,2281,2084,0.9136
wailsapp/wails,32931,2018-12-15 23:14:06+00:00,2634,2026-03-03 19:47:38+00:00,0,Go,1690,292,2320,2092,0.9017
huggingface/diffusers,32910,2022-05-30 16:04:02+00:00,1373,2026-03-03 15:44:04+00:00,0,Python,5507,88,5235,4627,0.8839
shadowsocks/ShadowsocksX-NG,32904,2016-06-10 11:49:00+00:00,3553,2026-03-03 05:33:13+00:00,0,Swift,64,30,1360,1051,0.7728
GyulyVGC/sniffnet,32894,2022-07-31 21:55:56+00:00,1310,2026-03-03 14:45:33+00:00,0,Rust,480,16,314,267,0.8503
AdguardTeam/AdGuardHome,32880,2016-07-06 10:31:47+00:00,3527,2026-03-03 19:53:33+00:00,0,Go,125,229,5919,4697,0.7935
certbot/certbot,32876,2014-11-12 02:52:20+00:00,4129,2026-03-03 16:54:04+00:00,0,Python,4077,68,5520,5387,0.9759
khoj-ai/khoj,32829,2021-08-16 01:48:44+00:00,1660,2026-03-03 19:22:48+00:00,0,Python,486,170,568,487,0.8574
ocrmypdf/OCRmyPDF,32817,2013-12-20 08:26:28+00:00,4456,2026-03-03 19:08:46+00:00,0,Python,169,52,1322,1185,0.8964
ibraheemdev/modern-unix,32794,2021-01-12 00:50:14+00:00,1876,2026-03-03 17:13:09+00:00,0,,15,0,83,30,0.3614
nothings/stb,32792,2014-05-25 16:51:23+00:00,4300,2026-03-03 19:30:12+00:00,0,C,291,0,934,715,0.7655
firecracker-microvm/firecracker,32778,2017-10-19 06:18:47+00:00,3057,2026-03-03 17:40:07+00:00,0,Rust,3420,84,1485,1435,0.9663
fish-shell/fish-shell,32770,2012-05-10 03:00:55+00:00,5045,2026-03-03 18:14:56+00:00,0,Rust,2192,62,8010,7521,0.939
zeromicro/go-zero,32740,2020-08-07 15:37:57+00:00,2034,2026-03-03 19:48:03+00:00,0,Go,2435,149,1956,1785,0.9126
backstage/backstage,32728,2020-01-24 22:39:49+00:00,2229,2026-03-03 19:12:01+00:00,0,TypeScript,20318,495,7472,7176,0.9604
openai/CLIP,32688,2020-12-16 11:24:42+00:00,1903,2026-03-03 19:00:02+00:00,0,Jupyter Notebook,29,0,442,192,0.4344
google/comprehensive-rust,32685,2022-12-21 15:17:24+00:00,1168,2026-03-03 20:00:55+00:00,0,Rust,2402,0,362,243,0.6713
alibaba/nacos,32682,2018-06-15 06:49:27+00:00,2818,2026-03-03 16:45:38+00:00,0,Java,3310,88,9478,9266,0.9776
mli/paper-reading,32621,2021-10-22 06:34:51+00:00,1593,2026-03-03 19:27:42+00:00,0,,15,0,0,0,0.0
thedotmack/claude-mem,32619,2025-08-31 20:50:03+00:00,183,2026-03-03 19:57:49+00:00,0,TypeScript,211,209,659,622,0.9439
qier222/YesPlayMusic,32612,2020-10-09 10:04:21+00:00,1971,2026-03-03 18:12:33+00:00,0,Vue,292,32,1834,1200,0.6543
binarywang/WxJava,32590,2016-01-06 08:24:05+00:00,3709,2026-03-03 13:50:07+00:00,0,Java,1181,31,2453,2446,0.9971
MonitorControl/MonitorControl,32561,2017-09-16 21:13:40+00:00,3089,2026-03-03 13:46:48+00:00,0,Swift,220,26,1010,994,0.9842
chen08209/FlClash,32547,2023-08-15 07:47:22+00:00,931,2026-03-03 19:46:52+00:00,0,Dart,2,102,1606,1000,0.6227
lutzroeder/netron,32513,2010-12-26 12:53:43+00:00,5546,2026-03-03 19:34:07+00:00,0,JavaScript,1,4,1253,1236,0.9864
stanfordnlp/dspy,32511,2023-01-09 21:01:51+00:00,1148,2026-03-03 19:26:11+00:00,0,Python,1458,106,1509,1222,0.8098
restic/restic,32498,2014-04-27 14:07:58+00:00,4328,2026-03-03 18:34:08+00:00,0,Go,2318,49,2912,2468,0.8475
floating-ui/floating-ui,32458,2016-03-29 17:00:47+00:00,3626,2026-03-03 17:37:04+00:00,0,TypeScript,1209,506,1476,1443,0.9776
yewstack/yew,32448,2017-12-16 14:19:02+00:00,2999,2026-03-03 17:51:01+00:00,0,Rust,1874,38,1267,1168,0.9219
remix-run/remix,32435,2020-10-26 19:57:28+00:00,1954,2026-03-03 19:58:40+00:00,0,TypeScript,3658,357,2694,2659,0.987
beego/beego,32431,2012-02-29 02:32:08+00:00,5116,2026-03-03 09:55:16+00:00,0,Go,1326,42,3380,3379,0.9997
open-mmlab/mmdetection,32427,2018-08-22 07:06:06+00:00,2750,2026-03-03 17:38:22+00:00,0,Python,2359,53,8523,6753,0.7923
ziadoz/awesome-php,32398,2013-11-26 03:14:19+00:00,4480,2026-03-03 19:14:07+00:00,0,,457,0,155,153,0.9871
cursor/cursor,32361,2023-03-12 00:19:42+00:00,1087,2026-03-03 13:00:24+00:00,0,,47,0,0,0,0.0
k3s-io/k3s,32345,2018-05-31 01:37:46+00:00,2833,2026-03-03 13:21:39+00:00,0,Go,4460,953,7376,7271,0.9858
glanceapp/glance,32334,2024-04-27 18:55:38+00:00,675,2026-03-03 19:49:03+00:00,0,Go,110,33,506,293,0.5791
vercel/swr,32330,2019-10-28 18:16:01+00:00,2318,2026-03-03 12:06:15+00:00,0,TypeScript,816,126,973,831,0.8541
block/goose,32279,2024-08-23 19:03:36+00:00,557,2026-03-03 19:46:19+00:00,0,Rust,4259,118,1794,1506,0.8395
lizongying/my-tv,32261,2023-12-04 12:18:39+00:00,820,2026-03-03 13:05:24+00:00,0,C,11,72,921,777,0.8436
google/material-design-lite,32213,2015-01-14 22:01:33+00:00,4065,2026-03-03 02:39:40+00:00,0,HTML,655,14,2204,1814,0.823
labstack/echo,32211,2015-03-01 17:43:01+00:00,4020,2026-03-03 18:43:18+00:00,0,Go,629,116,1489,1441,0.9678
0xAX/linux-insides,32210,2015-01-03 18:44:57+00:00,4077,2026-03-03 16:23:33+00:00,0,Python,619,0,191,168,0.8796
medusajs/medusa,32203,2020-01-18 13:39:04+00:00,2236,2026-03-03 18:57:47+00:00,0,TypeScript,8406,146,3657,3587,0.9809
yunjey/pytorch-tutorial,32202,2017-03-10 07:41:47+00:00,3280,2026-03-03 18:44:22+00:00,0,Python,28,0,180,114,0.6333
Lissy93/web-check,32184,2023-06-25 14:32:11+00:00,982,2026-03-03 18:40:02+00:00,0,TypeScript,53,1,135,65,0.4815
facebookresearch/fairseq,32175,2017-08-29 16:26:12+00:00,3108,2026-03-03 19:12:25+00:00,0,Python,236,16,4260,3060,0.7183
The-Run-Philosophy-Organization/run,32148,2022-04-10 05:42:40+00:00,1423,2026-03-03 16:27:51+00:00,0,,172,0,261,216,0.8276
linera-io/linera-protocol,32137,2021-12-19 04:09:21+00:00,1535,2026-03-03 18:40:54+00:00,0,Rust,3530,31,1441,902,0.626
datalab-to/marker,32111,2023-10-30 20:14:08+00:00,854,2026-03-03 19:12:11+00:00,0,Python,228,71,650,324,0.4985
apache/kafka,32069,2011-08-15 18:06:16+00:00,5314,2026-03-03 18:14:36+00:00,0,Java,12760,0,0,0,0.0
frappe/erpnext,32051,2011-06-08 08:20:56+00:00,5382,2026-03-03 19:33:02+00:00,0,Python,28669,1000,17744,15791,0.8899
anthropics/prompt-eng-interactive-tutorial,32025,2024-04-02 15:52:00+00:00,700,2026-03-03 20:02:38+00:00,0,Jupyter Notebook,1,0,35,4,0.1143
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,32008,2021-01-02 12:08:37+00:00,1886,2026-03-03 18:29:24+00:00,0,,3,0,74,26,0.3514
PDFMathTranslate/PDFMathTranslate,32007,2024-09-06 06:56:03+00:00,543,2026-03-03 18:14:52+00:00,0,Python,136,24,857,732,0.8541
linexjlin/GPTs,31975,2023-11-11 03:24:16+00:00,843,2026-03-03 12:28:23+00:00,0,,45,0,31,21,0.6774
lovell/sharp,31968,2013-08-19 20:24:24+00:00,4578,2026-03-03 18:11:55+00:00,0,JavaScript,311,107,4028,3910,0.9707
cockroachdb/cockroach,31959,2014-02-06 00:18:47+00:00,4408,2026-03-03 19:05:10+00:00,0,Go,72714,0,82286,75635,0.9192
NginxProxyManager/nginx-proxy-manager,31933,2017-12-20 23:01:16+00:00,2994,2026-03-03 19:11:21+00:00,0,TypeScript,683,86,3187,2344,0.7355
hasura/graphql-engine,31908,2018-06-18 07:57:36+00:00,2815,2026-03-02 23:20:45+00:00,0,TypeScript,2110,300,6409,4165,0.6499
dokku/dokku,31891,2013-06-08 10:26:57+00:00,4651,2026-03-03 18:43:41+00:00,0,Shell,4511,317,2844,2817,0.9905
nicolargo/glances,31885,2011-12-04 08:49:15+00:00,5203,2026-03-03 18:04:20+00:00,0,Python,772,55,2159,2030,0.9403
PostHog/posthog,31865,2020-01-23 22:46:58+00:00,2230,2026-03-03 19:51:30+00:00,0,Python,34298,80,9067,6355,0.7009
Trinea/android-open-project,31839,2014-01-05 15:20:15+00:00,4440,2026-02-28 12:00:46+00:00,3,,204,0,87,75,0.8621
Chanzhaoyu/chatgpt-web,31816,2023-02-09 03:21:37+00:00,1118,2026-03-03 16:05:05+00:00,0,Vue,159,43,1746,1746,1.0
casey/just,31811,2016-06-17 06:08:08+00:00,3546,2026-03-03 19:52:51+00:00,0,Rust,1370,131,1350,1004,0.7437
niklasvh/html2canvas,31807,2011-07-16 01:05:58+00:00,5344,2026-03-03 16:00:27+00:00,0,TypeScript,186,45,2633,1664,0.632
microsoft/MS-DOS,31764,2018-06-25 18:26:02+00:00,2808,2026-03-03 19:07:29+00:00,0,Assembly,37,0,0,0,0.0
valinet/ExplorerPatcher,31732,2021-08-09 14:17:24+00:00,1667,2026-03-03 16:50:09+00:00,0,C,19,296,2660,2358,0.8865
airbnb/lottie-web,31725,2015-02-20 21:02:59+00:00,4028,2026-03-03 19:25:18+00:00,0,JavaScript,136,0,2908,2128,0.7318
amix/vimrc,31713,2012-05-29 16:19:29+00:00,5026,2026-03-03 12:27:19+00:00,0,Vim Script,107,0,523,510,0.9751
ReactiveX/rxjs,31649,2015-03-15 06:17:10+00:00,4006,2026-03-03 01:23:18+00:00,0,TypeScript,2588,2,3165,2942,0.9295
vbenjs/vue-vben-admin,31648,2020-07-11 02:29:21+00:00,2061,2026-03-03 13:35:04+00:00,0,Vue,1748,61,3897,3817,0.9795
continuedev/continue,31617,2023-05-24 03:39:39+00:00,1014,2026-03-03 18:33:49+00:00,0,TypeScript,3888,802,5476,4502,0.8221
kovidgoyal/kitty,31590,2016-10-16 14:48:28+00:00,3425,2026-03-03 19:46:47+00:00,0,Python,1240,132,6658,6649,0.9986
facebook/rocksdb,31588,2012-11-30 06:16:18+00:00,4841,2026-03-03 19:05:25+00:00,0,C++,619,212,3500,2650,0.7571
codex-team/editor.js,31580,2015-11-28 20:56:35+00:00,3747,2026-03-03 15:35:58+00:00,0,TypeScript,869,106,1540,937,0.6084
ianstormtaylor/slate,31574,2016-06-18 01:52:42+00:00,3545,2026-03-03 15:46:01+00:00,0,TypeScript,1978,210,3228,2547,0.789
shardeum/shardeum,31569,2024-04-16 22:37:25+00:00,685,2026-03-03 08:56:13+00:00,0,TypeScript,326,0,40,34,0.85
numpy/numpy,31550,2010-09-13 23:02:39+00:00,5649,2026-03-03 18:23:49+00:00,0,Python,13899,139,13817,11719,0.8482
kubernetes/minikube,31547,2016-04-15 22:38:35+00:00,3608,2026-03-03 18:56:59+00:00,0,Go,9396,154,10449,9931,0.9504
conductor-oss/conductor,31486,2023-12-08 06:06:09+00:00,816,2026-03-03 17:18:43+00:00,0,Java,334,33,238,143,0.6008
tinygrad/tinygrad,31478,2020-10-18 16:23:12+00:00,1962,2026-03-03 16:46:46+00:00,0,Python,10486,14,1083,959,0.8855
OWASP/CheatSheetSeries,31463,2018-12-21 14:26:43+00:00,2629,2026-03-03 20:00:41+00:00,0,Python,1198,0,630,578,0.9175
surrealdb/surrealdb,31428,2021-12-09 15:03:29+00:00,1545,2026-03-03 18:42:03+00:00,0,Rust,2602,120,2364,1784,0.7547
OpenBMB/ChatDev,31359,2023-08-28 02:18:13+00:00,918,2026-03-03 17:24:38+00:00,0,Python,136,11,302,269,0.8907
raysan5/raylib,31348,2013-10-24 15:46:04+00:00,4513,2026-03-03 19:59:37+00:00,0,C,2441,24,2128,2128,1.0
coolsnowwolf/lede,31338,2017-09-06 07:39:03+00:00,3100,2026-03-03 13:44:27+00:00,0,C,2051,7,9324,8506,0.9123
influxdata/influxdb,31315,2013-09-26 14:31:10+00:00,4541,2026-03-03 15:38:30+00:00,0,Rust,10937,95,14169,12117,0.8552
tokio-rs/tokio,31291,2016-09-09 22:31:36+00:00,3461,2026-03-03 19:57:10+00:00,0,Rust,3801,141,2616,2291,0.8758
alpinejs/alpine,31263,2019-11-28 13:51:55+00:00,2287,2026-03-03 19:16:11+00:00,0,HTML,694,146,613,613,1.0
mathiasbynens/dotfiles,31255,2011-09-05 18:07:54+00:00,5293,2026-03-03 10:26:11+00:00,0,Shell,44,0,393,255,0.6489
microsoft/WSL,31247,2016-04-06 17:32:56+00:00,3618,2026-03-03 19:59:06+00:00,0,C++,527,97,12066,11141,0.9233
Dokploy/dokploy,31232,2024-04-19 07:49:30+00:00,683,2026-03-03 19:25:51+00:00,0,TypeScript,1320,146,1651,1247,0.7553
donnemartin/interactive-coding-challenges,31207,2015-04-28 21:36:39+00:00,3961,2026-03-03 19:25:49+00:00,0,Python,176,0,69,32,0.4638
microsoft/graphrag,31200,2024-03-27 17:57:52+00:00,706,2026-03-03 19:59:32+00:00,0,Python,719,35,799,772,0.9662
TauricResearch/TradingAgents,31189,2024-12-28 03:31:08+00:00,430,2026-03-03 19:44:53+00:00,0,Python,19,1,195,33,0.1692
parallax/jsPDF,31161,2009-12-06 14:56:32+00:00,5931,2026-03-03 12:48:55+00:00,0,JavaScript,753,41,2586,2482,0.9598
MHSanaei/3x-ui,31158,2023-02-09 19:16:57+00:00,1118,2026-03-03 19:46:52+00:00,0,HTML,637,101,2682,2274,0.8479
motiondivision/motion,31121,2018-11-16 09:48:38+00:00,2664,2026-03-03 18:40:25+00:00,0,TypeScript,1173,0,1917,1708,0.891
mqyqingfeng/Blog,31114,2017-03-13 10:04:33+00:00,3277,2026-03-03 14:59:15+00:00,0,,3,0,399,101,0.2531
patchy631/ai-engineering-hub,31057,2024-10-21 10:43:24+00:00,498,2026-03-03 19:33:02+00:00,0,Jupyter Notebook,62,0,44,14,0.3182
SagerNet/sing-box,31047,2022-06-30 13:27:22+00:00,1342,2026-03-03 19:19:26+00:00,0,Go,190,497,2946,2788,0.9464
DevToys-app/DevToys,31031,2021-09-29 01:40:41+00:00,1616,2026-03-03 19:20:18+00:00,0,C#,501,39,979,664,0.6782
SortableJS/Sortable,31023,2013-12-19 10:10:13+00:00,4457,2026-03-03 09:28:13+00:00,0,JavaScript,248,31,1825,1345,0.737
docsifyjs/docsify,31021,2016-11-20 07:55:43+00:00,3390,2026-03-03 11:51:59+00:00,0,JavaScript,780,16,1311,1229,0.9375
tqdm/tqdm,30989,2015-06-03 13:13:14+00:00,3926,2026-03-03 19:35:32+00:00,0,Python,289,133,1039,594,0.5717
fabricjs/fabric.js,30974,2010-06-09 22:24:38+00:00,5745,2026-03-03 19:41:30+00:00,0,TypeScript,2427,181,6205,5780,0.9315
symfony/symfony,30961,2010-01-04 14:21:21+00:00,5902,2026-03-03 16:55:53+00:00,0,PHP,25555,600,21766,21393,0.9829
pear-devs/pear-desktop,30935,2019-04-19 18:14:40+00:00,2510,2026-03-03 16:45:08+00:00,0,TypeScript,1630,87,1956,1379,0.705
OAI/OpenAPI-Specification,30931,2014-03-03 16:53:36+00:00,4383,2026-03-03 14:34:15+00:00,0,Markdown,1793,14,2409,2306,0.9572
eriklindernoren/ML-From-Scratch,30929,2017-02-05 12:11:23+00:00,3313,2026-03-03 19:52:28+00:00,0,Python,9,0,78,37,0.4744
iawia002/lux,30929,2018-02-24 11:29:03+00:00,2929,2026-03-03 11:38:22+00:00,0,Go,304,86,1073,548,0.5107
Lightning-AI/pytorch-lightning,30893,2019-03-31 00:45:57+00:00,2529,2026-03-03 09:30:20+00:00,0,Python,9335,172,7496,6661,0.8886
ascoders/weekly,30881,2017-03-20 06:10:04+00:00,3270,2026-03-03 15:37:44+00:00,0,JavaScript,136,193,369,366,0.9919
containers/podman,30872,2017-11-01 15:01:27+00:00,3044,2026-03-03 20:00:15+00:00,0,Go,12199,236,10462,9548,0.9126
microsoft/calculator,30863,2019-01-28 17:55:49+00:00,2591,2026-03-03 13:44:29+00:00,0,C++,913,0,1146,728,0.6353
