nome,estrelas,criado_em,idade_dias,atualizado_em,dias_desde_update,linguagem,prs_aceitas,releases,total_issues,issues_fechadas,razao_fechadas
massgravel/Microsoft-Activation-Scripts,167571,2020-01-12 23:03:34+00:00,2241,2026-03-03 19:33:07+00:00,0,Batchfile,5,29,908,906,0.9978
avelino/awesome-go,166441,2014-07-06 13:42:15+00:00,4258,2026-03-03 19:47:54+00:00,0,Go,3604,0,726,713,0.9821
ollama/ollama,163955,2023-06-26 19:39:32+00:00,981,2026-03-03 19:19:16+00:00,0,Go,3060,187,9462,7480,0.7905
AUTOMATIC1111/stable-diffusion-webui,161451,2022-08-22 14:05:26+00:00,1289,2026-03-03 18:14:52+00:00,0,Python,1884,27,7885,5486,0.6958
jlevy/the-art-of-command-line,159988,2015-05-20 15:11:03+00:00,3940,2026-03-03 19:24:34+00:00,0,,317,0,258,136,0.5271
huggingface/transformers,157296,2018-10-29 13:56:00+00:00,2682,2026-03-03 19:22:35+00:00,0,Python,18707,243,18650,17576,0.9424
Snailclimb/JavaGuide,154002,2018-05-07 13:27:00+00:00,2857,2026-03-03 19:24:18+00:00,0,Java,1211,0,1130,1056,0.9345
DigitalPlatDev/FreeDomain,150468,2024-05-30 13:23:00+00:00,642,2026-03-03 19:21:55+00:00,0,HTML,1,0,0,0,0.0
f/prompts.chat,149905,2022-12-05 13:54:13+00:00,1184,2026-03-03 19:45:30+00:00,0,HTML,200,0,130,126,0.9692
yt-dlp/yt-dlp,149437,2020-10-26 04:22:55+00:00,1954,2026-03-03 19:45:33+00:00,0,Python,3229,131,11112,9301,0.837
airbnb/javascript,148089,2012-11-01 23:13:50+00:00,4869,2026-03-03 17:58:17+00:00,0,JavaScript,813,0,1399,1299,0.9285
langflow-ai/langflow,145216,2023-02-08 22:28:03+00:00,1118,2026-03-03 18:59:25+00:00,0,Python,5738,282,3157,2815,0.8917
521xueweihan/HelloGitHub,144570,2016-05-04 06:24:11+00:00,3590,2026-03-03 19:46:50+00:00,0,Python,17,63,2961,2681,0.9054
ytdl-org/youtube-dl,139771,2010-10-31 14:35:07+00:00,5602,2026-03-03 18:12:39+00:00,0,Python,1646,341,26819,23189,0.8646
vercel/next.js,138096,2016-10-05 23:32:51+00:00,3435,2026-03-03 19:17:50+00:00,0,JavaScript,26095,1000,24303,22253,0.9156
yangshun/tech-interview-handbook,137962,2016-07-05 05:00:48+00:00,3528,2026-03-03 19:26:57+00:00,0,TypeScript,486,0,120,76,0.6333
Genymobile/scrcpy,136433,2017-11-21 18:00:27+00:00,3024,2026-03-03 19:34:52+00:00,0,C,123,50,5955,3284,0.5515
labuladong/fucking-algorithm,132891,2020-02-19 09:01:23+00:00,2204,2026-03-03 19:22:02+00:00,0,Markdown,244,0,961,961,1.0
golang/go,132832,2014-08-19 04:33:40+00:00,4214,2026-03-03 18:34:56+00:00,0,Go,1,0,70364,60934,0.866
langgenius/dify,131058,2023-04-12 07:40:24+00:00,1056,2026-03-03 19:44:26+00:00,0,TypeScript,9673,158,16686,16290,0.9763
microsoft/PowerToys,130196,2019-05-01 17:44:02+00:00,2498,2026-03-03 19:20:34+00:00,0,C#,6342,127,38211,30113,0.7881
langchain-ai/langchain,128072,2022-10-17 02:58:36+00:00,1233,2026-03-03 18:39:22+00:00,0,Python,16029,1000,9106,8868,0.9739
x1xhlol/system-prompts-and-models-of-ai-tools,127566,2025-03-05 16:38:29+00:00,363,2026-03-03 19:46:08+00:00,0,,45,0,189,103,0.545
Chalarangelo/30-seconds-of-code,126929,2017-11-29 17:35:03+00:00,3016,2026-03-03 19:22:52+00:00,0,JavaScript,836,12,300,300,1.0
open-webui/open-webui,125605,2023-10-06 22:08:27+00:00,878,2026-03-03 19:40:20+00:00,0,Python,3307,152,7768,7598,0.9781
facebook/react-native,125493,2015-01-09 18:10:16+00:00,4071,2026-03-03 17:44:52+00:00,0,C++,953,442,27577,26828,0.9728
krahets/hello-algo,122610,2022-11-04 11:08:34+00:00,1215,2026-03-03 18:05:09+00:00,0,Java,968,10,282,274,0.9716
kubernetes/kubernetes,120878,2014-06-06 22:56:04+00:00,4287,2026-03-03 18:41:44+00:00,0,Go,63957,784,48601,46774,0.9624
electron/electron,120292,2013-04-12 01:47:36+00:00,4708,2026-03-03 19:41:37+00:00,0,C++,24515,1000,21472,20732,0.9655
ripienaar/free-for-dev,118324,2015-03-18 21:06:26+00:00,4002,2026-03-03 19:48:18+00:00,0,HTML,2899,0,0,0,0.0
excalidraw/excalidraw,117899,2020-01-02 01:04:43+00:00,2252,2026-03-03 19:41:57+00:00,0,TypeScript,3834,14,4640,2538,0.547
justjavac/free-programming-books-zh_CN,116384,2013-11-04 01:59:19+00:00,4502,2026-03-03 16:26:01+00:00,0,,282,3,0,0,0.0
nodejs/node,116018,2014-11-26 19:57:11+00:00,4114,2026-03-03 19:18:43+00:00,0,JavaScript,11882,484,20080,18321,0.9124
anomalyco/opencode,115046,2025-04-30 20:08:00+00:00,306,2026-03-03 19:46:14+00:00,0,TypeScript,2560,725,9578,5019,0.524
d3/d3,112454,2010-09-27 17:22:42+00:00,5636,2026-03-03 19:17:05+00:00,0,Shell,494,194,2239,2229,0.9955
iptv-org/iptv,112344,2018-11-14 22:00:57+00:00,2665,2026-03-03 19:22:45+00:00,0,TypeScript,6819,0,21696,21375,0.9852
mrdoob/three.js,111158,2010-03-23 18:58:01+00:00,5824,2026-03-03 18:45:05+00:00,0,JavaScript,15229,175,13505,13061,0.9671
rust-lang/rust,110818,2010-06-16 20:39:03+00:00,5738,2026-03-03 19:12:18+00:00,0,Rust,69505,146,61571,50448,0.8193
axios/axios,108579,2014-08-18 22:30:27+00:00,4214,2026-03-03 19:07:31+00:00,0,JavaScript,1134,109,4956,4756,0.9596
rustdesk/rustdesk,108544,2020-09-28 15:36:08+00:00,1982,2026-03-03 18:32:27+00:00,0,Rust,3942,35,3999,3933,0.9835
microsoft/TypeScript,108001,2014-06-17 15:28:39+00:00,4277,2026-03-03 14:49:26+00:00,0,TypeScript,14857,214,42959,37984,0.8842
Hack-with-Github/Awesome-Hacking,107668,2016-03-30 15:47:10+00:00,3625,2026-03-03 19:32:00+00:00,0,,34,0,0,0,0.0
shadcn-ui/ui,107620,2023-01-04 12:43:27+00:00,1154,2026-03-03 19:40:59+00:00,0,TypeScript,1007,75,3927,2942,0.7492
microsoft/generative-ai-for-beginners,107438,2023-06-19 16:28:59+00:00,988,2026-03-03 19:18:16+00:00,0,Jupyter Notebook,521,0,207,201,0.971
godotengine/godot,107282,2014-01-04 16:05:36+00:00,4441,2026-03-03 18:40:12+00:00,0,C++,41378,66,61251,48263,0.788
GrowingGit/GitHub-Chinese-Top-Charts,106540,2019-09-05 03:01:56+00:00,2371,2026-03-03 19:20:27+00:00,0,Java,0,0,343,162,0.4723
denoland/deno,106270,2018-05-15 01:34:26+00:00,2849,2026-03-03 17:34:47+00:00,0,Rust,14264,366,13946,11585,0.8307
goldbergyoni/nodebestpractices,105136,2017-09-15 08:33:19+00:00,3091,2026-03-03 19:39:17+00:00,0,Dockerfile,766,0,333,286,0.8589
fatedier/frp,104843,2015-12-21 15:24:59+00:00,3725,2026-03-03 19:25:21+00:00,0,Go,729,109,4056,4022,0.9916
Comfy-Org/ComfyUI,104741,2023-01-17 03:15:56+00:00,1141,2026-03-03 19:37:01+00:00,0,Python,2189,121,7949,4497,0.5657
facebook/create-react-app,103829,2016-07-17 14:55:11+00:00,3516,2026-03-03 13:40:54+00:00,0,JavaScript,1949,83,8421,6574,0.7807
papers-we-love/papers-we-love,103763,2013-12-15 14:31:41+00:00,4461,2026-03-03 19:22:01+00:00,0,Shell,439,0,248,246,0.9919
tauri-apps/tauri,103552,2019-07-13 09:09:37+00:00,2425,2026-03-03 19:39:59+00:00,0,Rust,5396,0,6166,4910,0.7963
microsoft/terminal,101993,2017-08-11 18:38:22+00:00,3126,2026-03-03 19:33:46+00:00,0,C++,4378,146,13814,12166,0.8807
deepseek-ai/DeepSeek-V3,101862,2024-12-26 09:52:40+00:00,432,2026-03-03 18:44:12+00:00,0,Python,25,1,719,677,0.9416
clash-verge-rev/clash-verge-rev,100122,2023-11-21 18:24:03+00:00,833,2026-03-03 19:46:52+00:00,0,TypeScript,747,62,4990,4829,0.9677
angular/angular,100028,2014-09-18 16:12:01+00:00,4184,2026-03-03 19:03:01+00:00,0,TypeScript,5636,606,30367,29367,0.9671
jaywcjlove/awesome-mac,99473,2016-07-17 15:33:47+00:00,3516,2026-03-03 19:21:58+00:00,0,JavaScript,1079,13,511,378,0.7397
Shubhamsaboo/awesome-llm-apps,99330,2024-04-29 05:30:25+00:00,673,2026-03-03 19:42:14+00:00,0,Python,170,0,119,119,1.0
Anduin2017/HowToCook,98461,2020-02-29 10:43:49+00:00,2194,2026-03-03 19:33:03+00:00,0,Dockerfile,614,4,826,364,0.4407
supabase/supabase,98444,2019-10-12 05:56:49+00:00,2334,2026-03-03 19:32:22+00:00,0,TypeScript,15526,25,5230,4959,0.9482
mtdvio/every-programmer-should-know,98166,2017-08-24 13:18:26+00:00,3113,2026-03-03 19:26:55+00:00,0,,110,0,45,31,0.6889
mui/material-ui,97967,2014-08-18 19:11:54+00:00,4215,2026-03-03 19:23:49+00:00,0,JavaScript,21472,555,20345,18749,0.9216
pytorch/pytorch,97898,2016-08-13 05:26:41+00:00,3489,2026-03-03 19:21:24+00:00,0,Python,6428,64,57075,40978,0.718
2dust/v2rayN,97818,2019-07-30 03:47:24+00:00,2408,2026-03-03 19:40:47+00:00,0,C#,394,299,6596,6587,0.9986
ant-design/ant-design,97640,2015-04-24 15:37:24+00:00,3966,2026-03-03 19:20:30+00:00,0,TypeScript,17042,740,32394,31106,0.9602
neovim/neovim,96905,2014-01-31 13:39:22+00:00,4414,2026-03-03 19:21:17+00:00,0,Vim Script,17717,48,13743,12101,0.8805
ggml-org/llama.cpp,96469,2023-03-10 18:58:00+00:00,1089,2026-03-03 19:41:41+00:00,0,C++,7460,1000,7103,6667,0.9386
google-gemini/gemini-cli,96334,2025-04-17 17:04:31+00:00,320,2026-03-03 19:47:36+00:00,0,TypeScript,5198,386,10620,8617,0.8114
