nome,estrelas,criado_em,idade_dias,atualizado_em,dias_desde_update,linguagem,prs_aceitas,releases,total_issues,issues_fechadas,razao_fechadas
xyflow/xyflow,35517,2019-07-15 14:47:30+00:00,2426,2026-03-06 20:11:19+00:00,0,TypeScript,1468,369,2366,2274,0.9611
alvarotrigo/fullPage.js,35490,2013-09-20 11:58:29+00:00,4550,2026-03-06 18:09:52+00:00,0,JavaScript,327,109,4152,4043,0.9737
ueberdosis/tiptap,35480,2018-08-20 19:58:58+00:00,2755,2026-03-06 18:31:47+00:00,0,TypeScript,1506,951,3524,2714,0.7701
vadimdemedes/ink,35400,2017-06-12 06:12:28+00:00,3189,2026-03-06 19:39:58+00:00,0,TypeScript,290,72,409,394,0.9633
nativefier/nativefier,35355,2015-07-05 05:56:42+00:00,3897,2026-03-06 05:30:56+00:00,0,TypeScript,261,99,1237,982,0.7939
solidjs/solid,35298,2018-04-24 16:36:27+00:00,2873,2026-03-06 19:27:37+00:00,0,TypeScript,395,36,1122,1025,0.9135
sahat/hackathon-starter,35211,2013-11-13 17:24:12+00:00,4496,2026-03-06 18:20:08+00:00,0,JavaScript,453,18,718,717,0.9986
hashicorp/vault,35168,2015-02-25 00:15:59+00:00,4027,2026-03-06 19:13:27+00:00,0,Go,21325,176,6504,5290,0.8133
unknwon/the-way-to-go_ZH_CN,35162,2013-03-24 17:18:38+00:00,4730,2026-03-06 14:41:41+00:00,0,Go,592,0,0,0,0.0
DioxusLabs/dioxus,35150,2021-01-15 01:57:26+00:00,1876,2026-03-06 20:27:54+00:00,0,Rust,1969,33,2447,1854,0.7577
bumptech/glide,35034,2013-07-08 22:52:33+00:00,4623,2026-03-06 11:36:38+00:00,0,Java,605,54,4517,3935,0.8712
jax-ml/jax,35009,2018-10-25 21:25:02+00:00,2688,2026-03-06 20:29:48+00:00,0,Python,17807,134,6877,5192,0.755
LizardByte/Sunshine,34996,2021-12-15 23:38:57+00:00,1541,2026-03-06 20:46:01+00:00,0,C++,1725,45,1185,1108,0.935
pbatard/rufus,34966,2011-11-19 19:12:05+00:00,5221,2026-03-06 19:51:29+00:00,0,C,1,88,2627,2619,0.997
geekan/HowToLiveLonger,34963,2022-04-16 04:15:18+00:00,1420,2026-03-06 18:33:50+00:00,0,,14,0,140,103,0.7357
zsh-users/zsh-autosuggestions,34948,2013-10-26 16:09:37+00:00,4514,2026-03-06 17:33:01+00:00,0,Shell,116,0,620,458,0.7387
sorrycc/awesome-javascript,34922,2014-07-01 15:59:02+00:00,4266,2026-03-06 16:36:26+00:00,0,,404,0,93,89,0.957
TriliumNext/Trilium,34914,2017-05-23 00:30:20+00:00,3209,2026-03-06 20:36:02+00:00,0,TypeScript,1820,348,5185,4323,0.8338
netty/netty,34844,2010-11-09 09:22:21+00:00,5596,2026-03-06 19:03:32+00:00,0,Java,5074,0,6849,6281,0.9171
typicode/husky,34836,2014-06-23 12:14:21+00:00,4274,2026-03-06 16:37:47+00:00,0,JavaScript,262,80,1110,1031,0.9288
geekcomputers/Python,34791,2011-11-30 09:04:08+00:00,5210,2026-03-06 19:15:49+00:00,0,Python,2016,0,530,159,0.3
fxsjy/jieba,34778,2012-09-29 07:52:01+00:00,4906,2026-03-06 07:13:12+00:00,0,Python,96,9,874,231,0.2643
BVLC/caffe,34775,2013-09-12 18:39:48+00:00,4558,2026-03-05 23:17:56+00:00,0,C++,1087,14,4801,3903,0.813
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,34688,2023-03-27 09:59:10+00:00,1075,2026-03-06 16:59:42+00:00,0,Python,477,7,1994,1314,0.659
mouredev/Hello-Python,34684,2022-08-03 17:14:53+00:00,1311,2026-03-06 17:59:42+00:00,0,Python,0,0,425,404,0.9506
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,34663,2015-03-28 16:52:40+00:00,3996,2026-03-06 19:59:47+00:00,0,JavaScript,98,0,30,20,0.6667
Textualize/textual,34653,2021-04-08 15:24:47+00:00,1793,2026-03-06 19:40:30+00:00,0,Python,2283,212,2352,2156,0.9167
alan2207/bulletproof-react,34571,2021-05-30 14:47:16+00:00,1741,2026-03-06 13:36:44+00:00,0,TypeScript,70,0,117,77,0.6581
laravel/framework,34557,2013-01-10 21:27:28+00:00,4802,2026-03-06 15:24:06+00:00,0,PHP,17568,911,19156,19104,0.9973
xinntao/Real-ESRGAN,34534,2021-07-19 03:23:30+00:00,1691,2026-03-06 18:09:23+00:00,0,Python,21,10,752,174,0.2314
kuchin/awesome-cto,34449,2016-12-16 19:22:18+00:00,3367,2026-03-06 20:06:52+00:00,0,,18,0,14,14,1.0
danny-avila/LibreChat,34405,2023-02-12 01:06:52+00:00,1118,2026-03-06 20:43:26+00:00,0,TypeScript,2905,80,4183,3944,0.9429
directus/directus,34395,2012-12-12 01:35:36+00:00,4832,2026-03-06 17:38:27+00:00,0,TypeScript,8549,357,9744,9397,0.9644
ashishps1/awesome-system-design-resources,34390,2023-10-25 01:50:42+00:00,863,2026-03-06 20:40:07+00:00,0,Java,3,0,30,26,0.8667
jaredpalmer/formik,34385,2017-06-14 19:50:59+00:00,3187,2026-03-06 16:09:44+00:00,0,TypeScript,836,200,2268,1562,0.6887
google/langextract,34376,2025-07-08 20:46:06+00:00,241,2026-03-06 20:23:39+00:00,0,Python,78,12,180,92,0.5111
hyprwm/Hyprland,34362,2022-03-16 19:49:13+00:00,1451,2026-03-06 20:47:53+00:00,0,C++,2281,107,7484,7425,0.9921
xitu/gold-miner,34345,2015-11-04 03:29:13+00:00,3775,2026-03-06 17:53:40+00:00,0,,3563,0,5602,5591,0.998
nodejs/node-v0.x-archive,34341,2009-05-27 16:29:46+00:00,6127,2026-03-05 16:52:19+00:00,1,,218,0,6379,6379,1.0
mpv-player/mpv,34331,2012-10-13 08:08:44+00:00,4892,2026-03-06 17:25:21+00:00,0,C,3784,88,10843,9868,0.9101
schollz/croc,34313,2017-10-17 15:20:18+00:00,3062,2026-03-06 20:10:33+00:00,0,Go,287,182,564,561,0.9947
anthropics/claude-cookbooks,34309,2023-08-15 20:23:51+00:00,934,2026-03-06 20:42:16+00:00,0,Jupyter Notebook,147,0,132,123,0.9318
python-poetry/poetry,34308,2018-02-28 15:23:47+00:00,2928,2026-03-06 19:46:33+00:00,0,Python,2425,147,6319,5811,0.9196
nextcloud/server,34262,2016-06-02 07:44:14+00:00,3564,2026-03-06 20:04:41+00:00,0,PHP,30967,405,20847,18364,0.8809
pnpm/pnpm,34248,2016-01-28 07:40:43+00:00,3690,2026-03-06 19:45:40+00:00,0,TypeScript,3025,1000,5224,3214,0.6152
chenfei-wu/TaskMatrix,34237,2023-03-02 09:04:28+00:00,1100,2026-03-06 18:41:50+00:00,0,Python,21,0,357,136,0.381
gchq/CyberChef,34226,2016-11-28 10:34:07+00:00,3385,2026-03-06 20:30:48+00:00,0,JavaScript,556,451,1106,665,0.6013
testerSunshine/12306,34186,2017-05-17 12:23:40+00:00,3215,2026-03-06 18:05:17+00:00,0,Python,31,1,690,466,0.6754
refinedev/refine,34183,2021-01-20 12:01:32+00:00,1871,2026-03-06 19:31:33+00:00,0,TypeScript,4653,1000,1726,1715,0.9936
zenorocha/clipboard.js,34178,2015-09-18 23:04:55+00:00,3821,2026-03-05 12:49:59+00:00,1,JavaScript,117,42,629,618,0.9825
facebookresearch/detectron2,34173,2019-09-05 21:30:20+00:00,2373,2026-03-06 17:05:51+00:00,0,Python,0,10,3569,3099,0.8683
microsoft/Data-Science-For-Beginners,34140,2021-03-03 16:30:15+00:00,1829,2026-03-06 19:10:33+00:00,0,Jupyter Notebook,452,0,136,135,0.9926
xkcoding/spring-boot-demo,34104,2017-11-10 06:27:29+00:00,3038,2026-03-06 14:53:45+00:00,0,Java,15,0,174,74,0.4253
SeleniumHQ/selenium,34088,2013-01-14 21:40:56+00:00,4798,2026-03-06 19:11:06+00:00,0,Java,3649,114,11135,11016,0.9893
TheAlgorithms/JavaScript,34082,2017-07-13 06:12:33+00:00,3158,2026-03-06 17:52:36+00:00,0,JavaScript,798,0,223,202,0.9058
ajeetdsouza/zoxide,34068,2020-03-05 13:11:40+00:00,2192,2026-03-06 19:59:36+00:00,0,Rust,247,37,719,601,0.8359
1Panel-dev/1Panel,34056,2022-07-19 15:44:52+00:00,1326,2026-03-06 18:36:03+00:00,0,Go,4720,110,6331,5918,0.9348
atlassian/react-beautiful-dnd,34047,2017-08-09 03:37:15+00:00,3131,2026-03-06 16:13:01+00:00,0,JavaScript,531,68,1619,1047,0.6467
anoma/anoma,34030,2021-02-02 10:00:16+00:00,1858,2026-03-06 18:18:19+00:00,0,Elixir,897,12,713,630,0.8836
google-ai-edge/mediapipe,34019,2019-06-13 19:16:41+00:00,2458,2026-03-06 19:05:10+00:00,0,C++,201,64,5616,5182,0.9227
qishibo/AnotherRedisDesktopManager,34002,2019-01-08 06:01:56+00:00,2614,2026-03-06 19:47:17+00:00,0,JavaScript,152,53,1101,937,0.851
ehang-io/nps,33937,2018-11-04 13:22:51+00:00,2679,2026-03-06 02:41:43+00:00,0,Go,74,59,1206,698,0.5788
TheAlgorithms/C-Plus-Plus,33904,2016-07-16 10:19:45+00:00,3520,2026-03-06 19:46:44+00:00,0,C++,705,0,331,323,0.9758
asgeirtj/system_prompts_leaks,33877,2025-05-03 02:43:56+00:00,307,2026-03-06 20:07:39+00:00,0,HTML,20,0,0,0,0.0
zxing/zxing,33876,2011-10-12 14:07:27+00:00,5259,2026-03-06 08:08:47+00:00,0,Java,345,32,1340,1336,0.997
harness/harness,33855,2014-02-07 07:54:44+00:00,4410,2026-03-06 19:47:11+00:00,0,Go,1053,55,2017,1937,0.9603
GorvGoyl/Clone-Wars,33854,2020-12-02 11:10:16+00:00,1920,2026-03-06 20:25:02+00:00,0,,130,0,87,70,0.8046
CMU-Perceptual-Computing-Lab/openpose,33831,2017-04-24 14:06:31+00:00,3238,2026-03-06 20:05:16+00:00,0,C++,174,15,2007,1667,0.8306
halfrost/LeetCode-Go,33816,2017-07-18 00:06:14+00:00,3153,2026-03-06 20:37:09+00:00,0,Go,178,4,82,64,0.7805
Pythagora-io/gpt-pilot,33810,2023-08-16 11:56:07+00:00,933,2026-03-06 10:13:51+00:00,0,Python,396,0,553,314,0.5678
jqlang/jq,33810,2012-07-18 19:57:25+00:00,4979,2026-03-06 20:35:57+00:00,0,C,682,15,2321,1963,0.8458
alibaba/easyexcel,33760,2018-02-06 03:14:08+00:00,2950,2026-03-06 07:48:55+00:00,0,Java,190,14,3620,3131,0.8649
Blankj/AndroidUtilCode,33710,2016-07-30 18:18:32+00:00,3506,2026-03-04 23:34:09+00:00,1,Java,88,117,1596,1284,0.8045
lllyasviel/ControlNet,33695,2023-02-01 02:43:30+00:00,1129,2026-03-06 18:39:57+00:00,0,Python,5,0,574,138,0.2404
AFNetworking/AFNetworking,33689,2011-05-31 21:28:44+00:00,5392,2026-03-06 14:10:37+00:00,0,Objective-C,710,40,0,0,0.0
filebrowser/filebrowser,33675,2015-09-11 21:21:58+00:00,3828,2026-03-06 18:06:32+00:00,0,Go,767,130,2897,2872,0.9914
ZuodaoTech/everyone-can-use-english,33666,2019-03-15 16:33:53+00:00,2548,2026-03-06 15:04:23+00:00,0,TypeScript,462,48,470,376,0.8
carbon-language/carbon-lang,33635,2020-04-27 21:45:16+00:00,2138,2026-03-06 18:26:53+00:00,0,C++,5036,607,794,617,0.7771
shadowsocks/shadowsocks,33628,2012-04-20 13:10:49+00:00,5068,2026-03-06 11:48:10+00:00,0,Python,70,2,0,0,0.0
sxyazi/yazi,33533,2023-07-08 11:45:55+00:00,972,2026-03-06 20:04:24+00:00,0,Rust,1131,30,1698,1653,0.9735
XX-net/XX-Net,33449,2015-01-15 09:35:51+00:00,4068,2026-03-06 10:41:12+00:00,0,Python,363,390,13340,5418,0.4061
lib-pku/libpku,33360,2018-11-22 13:33:06+00:00,2661,2026-03-06 19:26:43+00:00,0,TeX,22,0,43,32,0.7442
v2fly/v2ray-core,33343,2019-04-15 10:05:54+00:00,2517,2026-03-06 18:34:42+00:00,0,Go,978,121,1078,1054,0.9777
IceWhaleTech/CasaOS,33338,2021-09-26 02:33:09+00:00,1622,2026-03-06 18:50:03+00:00,0,Go,275,97,1677,898,0.5355
explosion/spaCy,33284,2014-07-03 15:15:40+00:00,4264,2026-03-06 11:40:08+00:00,0,Python,3598,133,5742,5585,0.9727
swc-project/swc,33282,2017-12-22 11:40:14+00:00,2996,2026-03-06 16:52:34+00:00,0,Rust,5894,780,4111,3736,0.9088
bayandin/awesome-awesomeness,33275,2014-07-08 05:44:19+00:00,4259,2026-03-06 19:00:21+00:00,0,Ruby,197,0,70,52,0.7429
balena-io/etcher,33233,2015-10-27 16:53:23+00:00,3783,2026-03-06 17:54:44+00:00,0,TypeScript,1731,289,2461,1850,0.7517
khoj-ai/khoj,33205,2021-08-16 01:48:44+00:00,1663,2026-03-06 20:45:12+00:00,0,Python,488,170,569,487,0.8559
pcottle/learnGitBranching,33195,2012-08-13 22:36:09+00:00,4952,2026-03-06 20:06:58+00:00,0,JavaScript,651,0,531,478,0.9002
keycloak/keycloak,33175,2013-07-02 13:38:51+00:00,4630,2026-03-06 20:46:36+00:00,0,Java,19270,102,17596,15338,0.8717
thedotmack/claude-mem,33174,2025-08-31 20:50:03+00:00,187,2026-03-06 20:50:06+00:00,0,TypeScript,211,209,667,624,0.9355
drizzle-team/drizzle-orm,33146,2021-06-24 09:03:05+00:00,1716,2026-03-06 20:01:10+00:00,0,TypeScript,660,170,3468,2242,0.6465
utmapp/UTM,33128,2019-04-12 16:09:24+00:00,2520,2026-03-06 19:37:54+00:00,0,Swift,277,128,3585,2610,0.728
bilibili/ijkplayer,33127,2013-06-03 04:12:04+00:00,4659,2026-03-06 17:04:09+00:00,0,C,35,0,5384,2547,0.4731
awesome-foss/awesome-sysadmin,33122,2014-12-23 08:41:22+00:00,4091,2026-03-06 19:49:07+00:00,0,,342,0,105,90,0.8571
adobe/brackets,33106,2011-12-07 21:14:40+00:00,5202,2026-03-06 03:58:38+00:00,0,JavaScript,4332,69,9683,7066,0.7297
immutable-js/immutable-js,33097,2014-07-02 06:02:29+00:00,4265,2026-03-06 20:03:24+00:00,0,TypeScript,622,93,1267,1172,0.925
mckaywrigley/chatbot-ui,33080,2023-03-11 14:53:14+00:00,1091,2026-03-06 19:49:28+00:00,0,TypeScript,281,0,1002,817,0.8154
wailsapp/wails,33037,2018-12-15 23:14:06+00:00,2637,2026-03-06 20:49:07+00:00,0,Go,1690,292,2321,2092,0.9013
gulpjs/gulp,33008,2013-07-04 05:26:06+00:00,4628,2026-03-05 12:37:01+00:00,1,JavaScript,412,24,1937,1907,0.9845
TabbyML/tabby,32990,2023-03-16 09:18:01+00:00,1086,2026-03-06 17:28:30+00:00,0,Rust,3001,249,991,753,0.7598
aquasecurity/trivy,32988,2019-04-11 01:01:07+00:00,2521,2026-03-06 20:36:02+00:00,0,Go,3498,85,3029,2863,0.9452
derailed/k9s,32983,2019-01-25 18:46:02+00:00,2597,2026-03-06 16:45:33+00:00,0,Go,963,257,2284,2090,0.9151
SerenityOS/serenity,32967,2018-12-02 19:28:41+00:00,2651,2026-03-06 14:40:01+00:00,0,C++,19926,0,4293,3572,0.8321
huggingface/diffusers,32946,2022-05-30 16:04:02+00:00,1376,2026-03-06 17:57:25+00:00,0,Python,5521,89,5235,4632,0.8848
AdguardTeam/AdGuardHome,32933,2016-07-06 10:31:47+00:00,3530,2026-03-06 19:59:40+00:00,0,Go,125,229,5922,4698,0.7933
GyulyVGC/sniffnet,32912,2022-07-31 21:55:56+00:00,1313,2026-03-06 15:03:54+00:00,0,Rust,480,16,315,268,0.8508
shadowsocks/ShadowsocksX-NG,32905,2016-06-10 11:49:00+00:00,3556,2026-03-05 13:55:47+00:00,1,Swift,64,30,1360,1051,0.7728
certbot/certbot,32887,2014-11-12 02:52:20+00:00,4132,2026-03-06 18:05:57+00:00,0,Python,4078,68,5522,5390,0.9761
firecracker-microvm/firecracker,32864,2017-10-19 06:18:47+00:00,3060,2026-03-06 20:02:24+00:00,0,Rust,3429,84,1485,1435,0.9663
ocrmypdf/OCRmyPDF,32857,2013-12-20 08:26:28+00:00,4459,2026-03-06 18:04:49+00:00,0,Python,169,52,1322,1185,0.8964
nothings/stb,32842,2014-05-25 16:51:23+00:00,4303,2026-03-06 20:23:13+00:00,0,C,291,0,936,716,0.765
fish-shell/fish-shell,32819,2012-05-10 03:00:55+00:00,5048,2026-03-06 19:46:47+00:00,0,Rust,2192,62,8015,7522,0.9385
ibraheemdev/modern-unix,32810,2021-01-12 00:50:14+00:00,1879,2026-03-06 17:52:11+00:00,0,,15,0,84,30,0.3571
chen08209/FlClash,32765,2023-08-15 07:47:22+00:00,934,2026-03-06 19:38:46+00:00,0,Dart,2,102,1611,1001,0.6214
zeromicro/go-zero,32763,2020-08-07 15:37:57+00:00,2037,2026-03-06 19:47:19+00:00,0,Go,2435,149,1956,1788,0.9141
backstage/backstage,32750,2020-01-24 22:39:49+00:00,2232,2026-03-06 19:34:53+00:00,0,TypeScript,20367,496,7480,7179,0.9598
anthropics/prompt-eng-interactive-tutorial,32725,2024-04-02 15:52:00+00:00,703,2026-03-06 20:49:45+00:00,0,Jupyter Notebook,1,0,35,4,0.1143
openai/CLIP,32714,2020-12-16 11:24:42+00:00,1906,2026-03-06 19:01:53+00:00,0,Jupyter Notebook,29,0,442,192,0.4344
google/comprehensive-rust,32696,2022-12-21 15:17:24+00:00,1171,2026-03-06 20:02:35+00:00,0,Rust,2402,0,362,242,0.6685
alibaba/nacos,32692,2018-06-15 06:49:27+00:00,2821,2026-03-06 09:04:21+00:00,0,Java,3339,88,9490,9282,0.9781
mli/paper-reading,32642,2021-10-22 06:34:51+00:00,1596,2026-03-06 16:24:46+00:00,0,,15,0,0,0,0.0
qier222/YesPlayMusic,32627,2020-10-09 10:04:21+00:00,1974,2026-03-06 19:24:27+00:00,0,Vue,292,32,1834,1200,0.6543
binarywang/WxJava,32604,2016-01-06 08:24:05+00:00,3712,2026-03-06 08:17:02+00:00,0,Java,1184,31,2458,2451,0.9972
MonitorControl/MonitorControl,32595,2017-09-16 21:13:40+00:00,3092,2026-03-06 20:09:55+00:00,0,Swift,220,26,1010,994,0.9842
stanfordnlp/dspy,32586,2023-01-09 21:01:51+00:00,1151,2026-03-06 20:41:20+00:00,0,Python,1471,106,1512,1236,0.8175
block/goose,32543,2024-08-23 19:03:36+00:00,560,2026-03-06 20:50:24+00:00,0,Rust,4294,123,1811,1534,0.847
lutzroeder/netron,32531,2010-12-26 12:53:43+00:00,5549,2026-03-06 20:43:48+00:00,0,JavaScript,1,5,1253,1236,0.9864
restic/restic,32531,2014-04-27 14:07:58+00:00,4331,2026-03-06 18:18:38+00:00,0,Go,2318,49,2916,2469,0.8467
remix-run/remix,32475,2020-10-26 19:57:28+00:00,1957,2026-03-06 19:09:49+00:00,0,TypeScript,3662,357,2694,2659,0.987
floating-ui/floating-ui,32470,2016-03-29 17:00:47+00:00,3629,2026-03-06 18:11:30+00:00,0,TypeScript,1209,506,1477,1444,0.9777
yewstack/yew,32456,2017-12-16 14:19:02+00:00,3002,2026-03-06 17:46:36+00:00,0,Rust,1883,38,1268,1173,0.9251
open-mmlab/mmdetection,32442,2018-08-22 07:06:06+00:00,2753,2026-03-06 19:00:35+00:00,0,Python,2358,53,8523,6753,0.7923
beego/beego,32428,2012-02-29 02:32:08+00:00,5119,2026-03-06 19:17:02+00:00,0,Go,1326,42,3382,3380,0.9994
ziadoz/awesome-php,32406,2013-11-26 03:14:19+00:00,4483,2026-03-06 11:15:19+00:00,0,,457,0,155,153,0.9871
cursor/cursor,32386,2023-03-12 00:19:42+00:00,1090,2026-03-06 19:13:39+00:00,0,,47,0,0,0,0.0
glanceapp/glance,32382,2024-04-27 18:55:38+00:00,678,2026-03-06 19:51:21+00:00,0,Go,110,33,507,294,0.5799
k3s-io/k3s,32363,2018-05-31 01:37:46+00:00,2836,2026-03-06 20:37:05+00:00,0,Go,4462,957,7380,7279,0.9863
koala73/worldmonitor,32349,2026-01-08 17:26:06+00:00,57,2026-03-06 20:52:08+00:00,0,TypeScript,712,43,213,147,0.6901
vercel/swr,32329,2019-10-28 18:16:01+00:00,2321,2026-03-06 06:16:54+00:00,0,TypeScript,816,126,973,831,0.8541
KeygraphHQ/shannon,32300,2025-09-27 01:51:47+00:00,160,2026-03-06 20:52:24+00:00,0,TypeScript,58,0,78,68,0.8718
medusajs/medusa,32246,2020-01-18 13:39:04+00:00,2239,2026-03-06 20:11:05+00:00,0,TypeScript,8409,146,3660,3591,0.9811
lizongying/my-tv,32246,2023-12-04 12:18:39+00:00,823,2026-03-06 19:13:43+00:00,0,C,11,72,921,777,0.8436
datalab-to/marker,32217,2023-10-30 20:14:08+00:00,858,2026-03-06 19:33:41+00:00,0,Python,228,71,651,324,0.4977
google/material-design-lite,32216,2015-01-14 22:01:33+00:00,4068,2026-03-05 20:32:07+00:00,1,HTML,655,14,2204,1814,0.823
0xAX/linux-insides,32214,2015-01-03 18:44:57+00:00,4080,2026-03-05 20:32:01+00:00,1,Python,619,0,191,168,0.8796
labstack/echo,32213,2015-03-01 17:43:01+00:00,4023,2026-03-06 18:59:33+00:00,0,Go,629,116,1489,1441,0.9678
yunjey/pytorch-tutorial,32210,2017-03-10 07:41:47+00:00,3283,2026-03-06 18:33:52+00:00,0,Python,28,0,180,114,0.6333
Lissy93/web-check,32204,2023-06-25 14:32:11+00:00,985,2026-03-06 16:33:57+00:00,0,TypeScript,53,1,136,65,0.4779
facebookresearch/fairseq,32178,2017-08-29 16:26:12+00:00,3111,2026-03-06 18:58:57+00:00,0,Python,236,16,4260,3060,0.7183
The-Run-Philosophy-Organization/run,32142,2022-04-10 05:42:40+00:00,1426,2026-03-06 13:19:11+00:00,0,,172,0,261,216,0.8276
linera-io/linera-protocol,32136,2021-12-19 04:09:21+00:00,1538,2026-03-06 19:21:42+00:00,0,Rust,3550,31,1444,903,0.6253
apache/kafka,32122,2011-08-15 18:06:16+00:00,5317,2026-03-06 19:27:13+00:00,0,Java,12778,0,0,0,0.0
frappe/erpnext,32098,2011-06-08 08:20:56+00:00,5385,2026-03-06 20:00:44+00:00,0,Python,28725,1000,17759,15806,0.89
PDFMathTranslate/PDFMathTranslate,32073,2024-09-06 06:56:03+00:00,546,2026-03-06 18:19:32+00:00,0,Python,136,24,857,732,0.8541
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,32062,2021-01-02 12:08:37+00:00,1889,2026-03-06 20:07:20+00:00,0,,3,0,74,26,0.3514
cockroachdb/cockroach,31995,2014-02-06 00:18:47+00:00,4411,2026-03-06 20:34:21+00:00,0,Go,72835,0,82478,75821,0.9193
NginxProxyManager/nginx-proxy-manager,31986,2017-12-20 23:01:16+00:00,2997,2026-03-06 16:27:33+00:00,0,TypeScript,683,86,3191,2344,0.7346
lovell/sharp,31984,2013-08-19 20:24:24+00:00,4582,2026-03-06 20:18:55+00:00,0,JavaScript,311,107,4030,3912,0.9707
linexjlin/GPTs,31980,2023-11-11 03:24:16+00:00,846,2026-03-06 17:35:44+00:00,0,,45,0,31,21,0.6774
nicolargo/glances,31959,2011-12-04 08:49:15+00:00,5206,2026-03-06 20:35:45+00:00,0,Python,772,55,2161,2030,0.9394
hasura/graphql-engine,31914,2018-06-18 07:57:36+00:00,2818,2026-03-06 17:37:14+00:00,0,TypeScript,2110,300,6409,4165,0.6499
PostHog/posthog,31910,2020-01-23 22:46:58+00:00,2233,2026-03-06 20:52:44+00:00,0,Python,34685,86,9093,6362,0.6997
dokku/dokku,31893,2013-06-08 10:26:57+00:00,4654,2026-03-06 20:33:28+00:00,0,Shell,4511,317,2844,2817,0.9905
casey/just,31873,2016-06-17 06:08:08+00:00,3549,2026-03-06 20:28:31+00:00,0,Rust,1370,131,1351,1006,0.7446
Trinea/android-open-project,31840,2014-01-05 15:20:15+00:00,4443,2026-03-05 05:11:41+00:00,1,,204,0,87,75,0.8621
niklasvh/html2canvas,31811,2011-07-16 01:05:58+00:00,5347,2026-03-06 09:40:43+00:00,0,TypeScript,186,45,2633,1664,0.632
Chanzhaoyu/chatgpt-web,31806,2023-02-09 03:21:37+00:00,1121,2026-03-06 14:29:25+00:00,0,Vue,159,43,1746,1746,1.0
valinet/ExplorerPatcher,31773,2021-08-09 14:17:24+00:00,1670,2026-03-06 20:39:21+00:00,0,C,19,296,2661,2359,0.8865
microsoft/MS-DOS,31763,2018-06-25 18:26:02+00:00,2811,2026-03-06 15:42:02+00:00,0,Assembly,37,0,0,0,0.0
airbnb/lottie-web,31735,2015-02-20 21:02:59+00:00,4031,2026-03-06 12:01:46+00:00,0,JavaScript,136,0,2908,2128,0.7318
amix/vimrc,31717,2012-05-29 16:19:29+00:00,5029,2026-03-06 19:47:10+00:00,0,Vim Script,107,0,523,510,0.9751
kovidgoyal/kitty,31679,2016-10-16 14:48:28+00:00,3428,2026-03-06 18:55:04+00:00,0,Python,1244,132,6663,6654,0.9986
vbenjs/vue-vben-admin,31675,2020-07-11 02:29:21+00:00,2064,2026-03-06 12:15:46+00:00,0,Vue,1748,61,3900,3822,0.98
continuedev/continue,31675,2023-05-24 03:39:39+00:00,1017,2026-03-06 19:55:38+00:00,0,TypeScript,3891,803,5560,4508,0.8108
ReactiveX/rxjs,31652,2015-03-15 06:17:10+00:00,4009,2026-03-06 16:11:05+00:00,0,TypeScript,2588,2,3165,2942,0.9295
ItzCrazyKns/Perplexica,31618,2024-04-09 10:51:32+00:00,696,2026-03-06 20:51:14+00:00,0,TypeScript,82,33,615,433,0.7041
facebook/rocksdb,31600,2012-11-30 06:16:18+00:00,4844,2026-03-06 18:16:35+00:00,0,C++,620,212,3501,2650,0.7569
codex-team/editor.js,31592,2015-11-28 20:56:35+00:00,3750,2026-03-06 20:07:08+00:00,0,TypeScript,870,107,1540,937,0.6084
ianstormtaylor/slate,31579,2016-06-18 01:52:42+00:00,3548,2026-03-06 09:39:23+00:00,0,TypeScript,1980,210,3228,2548,0.7893
numpy/numpy,31568,2010-09-13 23:02:39+00:00,5652,2026-03-06 14:41:41+00:00,0,Python,13925,139,13822,11729,0.8486
shardeum/shardeum,31565,2024-04-16 22:37:25+00:00,688,2026-03-06 18:18:34+00:00,0,TypeScript,326,0,40,35,0.875
kubernetes/minikube,31559,2016-04-15 22:38:35+00:00,3611,2026-03-06 20:05:41+00:00,0,Go,9396,154,10452,9939,0.9509
tinygrad/tinygrad,31500,2020-10-18 16:23:12+00:00,1965,2026-03-06 20:36:18+00:00,0,Python,10533,14,1083,959,0.8855
OWASP/CheatSheetSeries,31493,2018-12-21 14:26:43+00:00,2632,2026-03-06 17:43:29+00:00,0,Python,1199,0,630,580,0.9206
conductor-oss/conductor,31490,2023-12-08 06:06:09+00:00,819,2026-03-06 20:42:29+00:00,0,Java,341,33,242,144,0.595
surrealdb/surrealdb,31457,2021-12-09 15:03:29+00:00,1548,2026-03-06 20:38:15+00:00,0,Rust,2608,121,2383,1787,0.7499
TauricResearch/TradingAgents,31435,2024-12-28 03:31:08+00:00,433,2026-03-06 20:39:58+00:00,0,Python,19,1,196,33,0.1684
OpenBMB/ChatDev,31422,2023-08-28 02:18:13+00:00,921,2026-03-06 20:18:08+00:00,0,Python,136,11,303,269,0.8878
raysan5/raylib,31406,2013-10-24 15:46:04+00:00,4516,2026-03-06 18:31:52+00:00,0,C,2450,24,2128,2128,1.0
tokio-rs/tokio,31383,2016-09-09 22:31:36+00:00,3464,2026-03-06 20:00:49+00:00,0,Rust,3803,141,2616,2291,0.8758
Dokploy/dokploy,31367,2024-04-19 07:49:30+00:00,686,2026-03-06 20:33:27+00:00,0,TypeScript,1330,148,1664,1257,0.7554
