nome,estrelas,criado_em,idade_dias,atualizado_em,dias_desde_update,linguagem,prs_aceitas,releases,total_issues,issues_fechadas,razao_fechadas
MHSanaei/3x-ui,31361,2023-02-09 19:16:57+00:00,1121,2026-03-06 20:27:31+00:00,0,HTML,642,102,2690,2278,0.8468
influxdata/influxdb,31354,2013-09-26 14:31:10+00:00,4544,2026-03-06 19:26:59+00:00,0,Rust,10939,95,14169,12121,0.8555
coolsnowwolf/lede,31336,2017-09-06 07:39:03+00:00,3103,2026-03-06 14:31:31+00:00,0,C,2051,7,9325,8506,0.9122
patchy631/ai-engineering-hub,31324,2024-10-21 10:43:24+00:00,501,2026-03-06 20:50:36+00:00,0,Jupyter Notebook,62,0,44,14,0.3182
microsoft/WSL,31286,2016-04-06 17:32:56+00:00,3621,2026-03-06 20:11:09+00:00,0,C++,547,97,12068,11150,0.9239
alpinejs/alpine,31279,2019-11-28 13:51:55+00:00,2290,2026-03-06 03:24:03+00:00,0,HTML,694,146,613,613,1.0
microsoft/graphrag,31272,2024-03-27 17:57:52+00:00,709,2026-03-06 20:35:33+00:00,0,Python,721,36,801,772,0.9638
mathiasbynens/dotfiles,31256,2011-09-05 18:07:54+00:00,5296,2026-03-06 19:25:30+00:00,0,Shell,44,0,393,255,0.6489
donnemartin/interactive-coding-challenges,31216,2015-04-28 21:36:39+00:00,3964,2026-03-06 14:45:46+00:00,0,Python,176,0,69,32,0.4638
parallax/jsPDF,31167,2009-12-06 14:56:32+00:00,5934,2026-03-06 13:52:23+00:00,0,JavaScript,753,41,2587,2483,0.9598
motiondivision/motion,31141,2018-11-16 09:48:38+00:00,2667,2026-03-06 20:34:39+00:00,0,TypeScript,1177,0,1917,1720,0.8972
SagerNet/sing-box,31135,2022-06-30 13:27:22+00:00,1345,2026-03-06 20:11:35+00:00,0,Go,191,499,2955,2794,0.9455
mqyqingfeng/Blog,31122,2017-03-13 10:04:33+00:00,3280,2026-03-06 15:07:29+00:00,0,,3,0,399,101,0.2531
DevToys-app/DevToys,31046,2021-09-29 01:40:41+00:00,1619,2026-03-06 19:08:21+00:00,0,C#,501,39,979,664,0.6782
docsifyjs/docsify,31030,2016-11-20 07:55:43+00:00,3393,2026-03-06 06:33:25+00:00,0,JavaScript,782,16,1311,1230,0.9382
SortableJS/Sortable,31020,2013-12-19 10:10:13+00:00,4460,2026-03-06 17:41:43+00:00,0,JavaScript,248,31,1825,1346,0.7375
tqdm/tqdm,31006,2015-06-03 13:13:14+00:00,3929,2026-03-06 16:31:57+00:00,0,Python,289,133,1039,594,0.5717
fabricjs/fabric.js,30983,2010-06-09 22:24:38+00:00,5748,2026-03-06 15:33:08+00:00,0,TypeScript,2429,181,6205,5781,0.9317
pear-devs/pear-desktop,30973,2019-04-19 18:14:40+00:00,2513,2026-03-06 20:19:47+00:00,0,TypeScript,1630,87,1959,1380,0.7044
symfony/symfony,30967,2010-01-04 14:21:21+00:00,5905,2026-03-06 16:24:42+00:00,0,PHP,25592,603,21782,21426,0.9837
eriklindernoren/ML-From-Scratch,30959,2017-02-05 12:11:23+00:00,3316,2026-03-06 18:06:48+00:00,0,Python,9,0,78,37,0.4744
OAI/OpenAPI-Specification,30939,2014-03-03 16:53:36+00:00,4386,2026-03-06 16:10:58+00:00,0,Markdown,1794,14,2410,2307,0.9573
iawia002/lux,30928,2018-02-24 11:29:03+00:00,2932,2026-03-06 19:19:22+00:00,0,Go,304,86,1074,549,0.5112
containers/podman,30923,2017-11-01 15:01:27+00:00,3047,2026-03-06 19:18:58+00:00,0,Go,12216,236,10470,9559,0.913
Lightning-AI/pytorch-lightning,30904,2019-03-31 00:45:57+00:00,2532,2026-03-06 20:09:48+00:00,0,Python,9340,172,7497,6662,0.8886
ascoders/weekly,30890,2017-03-20 06:10:04+00:00,3273,2026-03-06 20:07:23+00:00,0,JavaScript,136,193,370,366,0.9892
microsoft/calculator,30865,2019-01-28 17:55:49+00:00,2594,2026-03-06 17:03:27+00:00,0,C++,913,0,1147,728,0.6347
alibaba/p3c,30832,2017-06-23 06:15:51+00:00,3178,2026-03-06 14:22:49+00:00,0,Kotlin,62,0,859,698,0.8126
webtorrent/webtorrent,30818,2013-10-15 08:16:40+00:00,4525,2026-03-06 19:20:41+00:00,0,JavaScript,970,229,1675,1607,0.9594
blueimp/jQuery-File-Upload,30808,2010-12-01 15:35:32+00:00,5574,2026-03-05 21:33:29+00:00,0,PHP,119,0,3305,3256,0.9852
seaweedfs/seaweedfs,30780,2014-07-14 16:41:37+00:00,4253,2026-03-06 20:53:28+00:00,0,Go,3673,289,3536,2908,0.8224
AMAI-GmbH/AI-Expert-Roadmap,30777,2020-10-24 21:49:40+00:00,1958,2026-03-06 16:50:29+00:00,0,JavaScript,14,0,70,54,0.7714
mantinedev/mantine,30749,2021-01-07 14:02:19+00:00,1884,2026-03-06 20:45:02+00:00,0,TypeScript,1591,291,3453,3427,0.9925
aristocratos/btop,30737,2021-05-06 18:40:21+00:00,1765,2026-03-06 18:19:39+00:00,0,C++,372,54,905,481,0.5315
XIU2/TrackersListCollection,30727,2019-10-03 15:55:07+00:00,2346,2026-03-06 14:37:43+00:00,0,,7,0,0,0,0.0
blakeblackshear/frigate,30671,2019-01-26 13:52:38+00:00,2596,2026-03-06 20:46:14+00:00,0,TypeScript,3730,81,5882,5796,0.9854
transloadit/uppy,30662,2015-11-16 12:32:33+00:00,3763,2026-03-06 14:06:47+00:00,0,TypeScript,3275,392,2520,2351,0.9329
ityouknow/spring-boot-examples,30646,2016-11-05 05:32:33+00:00,3408,2026-03-05 21:17:03+00:00,0,Java,7,0,110,100,0.9091
refined-github/refined-github,30624,2016-02-15 16:45:02+00:00,3672,2026-03-06 18:47:36+00:00,0,TypeScript,3598,186,4696,4603,0.9802
iperov/DeepFaceLive,30592,2020-12-15 12:19:22+00:00,1907,2026-03-06 19:37:58+00:00,0,Python,13,35,144,143,0.9931
s0md3v/roop,30547,2023-05-28 14:37:54+00:00,1013,2026-03-06 03:01:09+00:00,0,Python,82,6,0,0,0.0
layui/layui,30539,2015-09-22 08:12:03+00:00,3818,2026-03-06 06:36:37+00:00,0,JavaScript,673,173,1453,1399,0.9628
dgtlmoon/changedetection.io,30457,2021-01-27 16:03:30+00:00,1864,2026-03-06 20:33:53+00:00,0,Python,1054,203,1617,1327,0.8207
wshobson/agents,30415,2025-07-24 23:28:14+00:00,224,2026-03-06 20:52:06+00:00,0,Python,53,0,59,53,0.8983
VSCodium/vscodium,30378,2018-08-13 14:26:58+00:00,2762,2026-03-06 20:26:24+00:00,0,Shell,628,264,1639,1504,0.9176
VincentGarreau/particles.js,30352,2014-09-06 14:29:47+00:00,4199,2026-03-06 14:05:46+00:00,0,JavaScript,21,6,413,107,0.2591
sequelize/sequelize,30350,2010-07-22 07:11:11+00:00,5706,2026-03-06 16:24:59+00:00,0,TypeScript,5021,489,10423,9520,0.9134
chinabugotech/hutool,30339,2014-04-13 07:23:51+00:00,4345,2026-03-06 03:46:04+00:00,0,Java,514,156,3092,3090,0.9994
trailofbits/algo,30325,2016-05-15 03:42:48+00:00,3582,2026-03-06 19:29:04+00:00,0,Python,686,4,1650,1585,0.9606
ValveSoftware/Proton,30325,2018-03-13 18:45:27+00:00,2915,2026-03-06 20:14:42+00:00,0,C++,13,76,9026,4055,0.4493
pmndrs/react-three-fiber,30321,2019-02-25 14:31:51+00:00,2566,2026-03-06 12:08:41+00:00,0,TypeScript,690,131,1172,1166,0.9949
herrbischoff/awesome-macos-command-line,30318,2015-09-22 19:37:55+00:00,3818,2026-03-06 20:07:34+00:00,0,,104,0,0,0,0.0
Binaryify/NeteaseCloudMusicApi,30291,2016-06-22 11:58:03+00:00,3544,2026-03-06 16:44:53+00:00,0,,292,0,1336,1189,0.89
facebook/folly,30275,2012-06-01 20:49:04+00:00,5026,2026-03-06 19:35:51+00:00,0,C++,13,280,1249,943,0.755
tatsu-lab/stanford_alpaca,30267,2023-03-10 23:33:09+00:00,1091,2026-03-06 10:23:46+00:00,0,Python,6,0,268,98,0.3657
jobbole/awesome-python-cn,30257,2015-11-03 09:50:50+00:00,3776,2026-03-06 14:07:11+00:00,0,Makefile,51,0,34,18,0.5294
joshbuchea/HEAD,30238,2016-04-20 20:05:37+00:00,3607,2026-03-05 00:14:00+00:00,1,,87,0,93,73,0.7849
cfenollosa/os-tutorial,30220,2014-09-29 08:39:34+00:00,4176,2026-03-06 04:54:26+00:00,0,C,11,0,182,106,0.5824
waydabber/BetterDisplay,30204,2021-10-24 08:32:56+00:00,1594,2026-03-06 19:32:40+00:00,0,,2,119,2989,2813,0.9411
AvaloniaUI/Avalonia,30197,2013-12-05 20:13:21+00:00,4474,2026-03-06 13:17:22+00:00,0,C#,5654,120,8320,6485,0.7794
openai/openai-python,30167,2020-10-25 23:23:54+00:00,1957,2026-03-06 19:39:01+00:00,0,Python,1053,369,1205,1042,0.8647
songquanpeng/one-api,30164,2023-04-22 12:39:24+00:00,1049,2026-03-06 19:55:27+00:00,0,JavaScript,287,55,1798,897,0.4989
spf13/viper,30162,2014-04-02 14:33:33+00:00,4356,2026-03-06 19:47:31+00:00,0,Go,520,35,931,923,0.9914
cheeriojs/cheerio,30147,2011-10-09 04:23:20+00:00,5262,2026-03-06 20:50:44+00:00,0,TypeScript,3122,62,1231,1210,0.9829
dragonflydb/dragonfly,30115,2021-12-11 10:00:42+00:00,1546,2026-03-06 20:36:12+00:00,0,C++,3996,114,2121,1856,0.8751
telegramdesktop/tdesktop,30095,2014-05-02 12:36:31+00:00,4326,2026-03-06 20:35:56+00:00,0,C++,1857,830,15779,14883,0.9432
grafana/k6,30056,2016-03-21 15:30:24+00:00,3637,2026-03-06 20:06:46+00:00,0,Go,2457,85,2565,1835,0.7154
jumpserver/jumpserver,30046,2014-07-04 03:54:59+00:00,4263,2026-03-06 19:47:12+00:00,0,Python,7872,264,7647,7580,0.9912
sunface/rust-course,30031,2018-08-07 05:01:21+00:00,2768,2026-03-06 13:53:11+00:00,0,Rust,811,0,219,154,0.7032
xuxueli/xxl-job,29962,2015-11-28 12:59:34+00:00,3751,2026-03-06 18:38:16+00:00,0,Java,124,42,3340,3197,0.9572
StevenBlack/hosts,29961,2012-04-12 20:22:50+00:00,5076,2026-03-06 19:43:08+00:00,0,Python,507,832,2204,2073,0.9406
vercel/turborepo,29951,2021-10-05 17:37:11+00:00,1613,2026-03-06 20:28:03+00:00,0,Rust,7178,683,2052,1943,0.9469
kingToolbox/WindTerm,29931,2019-10-09 19:56:09+00:00,2340,2026-03-06 19:13:29+00:00,0,C,1,32,2916,586,0.201
encode/django-rest-framework,29926,2011-03-02 17:13:56+00:00,5483,2026-03-06 16:42:24+00:00,0,Python,3108,21,3946,3907,0.9901
square/leakcanary,29908,2015-04-29 23:54:16+00:00,3963,2026-03-06 14:39:39+00:00,0,Kotlin,933,43,1655,1514,0.9148
AllThingsSmitty/css-protips,29903,2015-08-29 12:29:03+00:00,3842,2026-03-06 20:07:52+00:00,0,,73,0,63,62,0.9841
ageron/handson-ml2,29900,2019-01-08 03:49:07+00:00,2614,2026-03-06 16:59:21+00:00,0,Jupyter Notebook,65,0,518,304,0.5869
google-research/tuning_playbook,29896,2023-01-18 23:32:32+00:00,1142,2026-03-06 13:48:08+00:00,0,,14,0,45,34,0.7556
GoogleChrome/lighthouse,29884,2016-03-08 01:03:11+00:00,3650,2026-03-06 20:00:47+00:00,0,JavaScript,5564,130,9258,8771,0.9474
apolloconfig/apollo,29782,2016-03-04 10:24:23+00:00,3654,2026-03-05 13:28:23+00:00,1,Java,1498,42,3399,3258,0.9585
hashicorp/consul,29777,2013-11-04 22:15:27+00:00,4504,2026-03-06 16:52:33+00:00,0,Go,14140,256,5579,4285,0.7681
foundation/foundation-sites,29764,2011-10-13 23:05:42+00:00,5257,2026-03-05 18:28:57+00:00,1,HTML,2958,79,8240,8179,0.9926
iced-rs/iced,29731,2019-07-15 22:34:46+00:00,2425,2026-03-06 16:25:21+00:00,0,Rust,1161,18,1308,964,0.737
zellij-org/zellij,29705,2020-09-01 14:04:28+00:00,2012,2026-03-06 19:40:44+00:00,0,Rust,1388,65,2529,1196,0.4729
nvim-lua/kickstart.nvim,29700,2022-06-24 03:11:24+00:00,1351,2026-03-06 20:38:56+00:00,0,Lua,265,0,666,634,0.952
openssl/openssl,29689,2013-01-15 22:34:48+00:00,4797,2026-03-06 20:35:31+00:00,0,C,145,297,11175,9971,0.8923
JushBJJ/Mr.-Ranedeer-AI-Tutor,29687,2023-03-31 12:37:26+00:00,1071,2026-03-06 16:31:46+00:00,0,,0,3,49,34,0.6939
qarmin/czkawka,29685,2020-09-01 17:37:29+00:00,2012,2026-03-06 20:12:09+00:00,0,Rust,468,40,1116,694,0.6219
filamentphp/filament,29648,2020-03-19 00:19:18+00:00,2178,2026-03-06 20:09:56+00:00,0,PHP,5799,823,3321,3301,0.994
vuejs/vue-cli,29637,2015-12-26 23:11:20+00:00,3722,2026-03-05 16:07:04+00:00,1,JavaScript,1259,178,5501,4564,0.8297
sampotts/plyr,29629,2015-02-14 11:33:07+00:00,4038,2026-03-06 20:32:41+00:00,0,JavaScript,393,93,2116,1225,0.5789
alibaba/canal,29619,2013-01-13 10:59:52+00:00,4800,2026-03-06 08:03:37+00:00,0,Java,479,32,4788,3615,0.755
nginx/nginx,29618,2015-06-23 10:26:27+00:00,3909,2026-03-06 20:53:36+00:00,0,C,156,14,476,250,0.5252
HKUDS/nanobot,29594,2026-02-01 07:16:15+00:00,33,2026-03-06 20:46:01+00:00,0,Python,216,8,504,113,0.2242
aosabook/500lines,29594,2013-11-04 02:02:53+00:00,4505,2026-03-05 20:38:18+00:00,1,JavaScript,175,0,70,41,0.5857
