nome,total_classes,cbo_media,cbo_mediana,cbo_desvio,dit_media,dit_mediana,dit_desvio,lcom_media,lcom_mediana,lcom_desvio,loc_total
iluwatar/java-design-patterns,1988,3.3622,3.0,2.6075,1.1962,1.0,0.5297,1.8295,0.0,6.3554,37955
